Selection,Source,RetrievalDate,Source Url,Title,Artist,Url,Culture,Date,Technique,Dimensions,Acc Num,View,Credit Line,Collections,Classification,Description,Provenance
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33122/flowers-butterfly-and-book?ctx=2e41c046-3163-4035-8953-bfa40f3676e4&idx=0,"Flowers, Butterfly, and Book",,https://collections.mfa.org/objects/33122/flowers-butterfly-and-book,,17th century,Oil on panel,26.67 x 36.19 cm (10 1/2 x 14 1/4 in.),47.1252,NOT ON VIEW,"Gift of Martha C. Karolik for the M. and M. Karolik Collection of American Paintings, 1815–1865",Europe,Paintings,,"Anonymous collection, Philadelphia [see note 1]. By 1946, Martha Codman (Mrs. Maxim) Karolik (b. 1858 - d. 1948), Newport, RI, 1947, gift of Mrs. Karolik to the MFA. (Accession Date: June 12, 1947);NOTES;[1] According to notes in the MFA curatorial file. Whether Mrs. Karolik acquired the painting in Philadelphia is not known."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/533025/hanukkah-lamp?ctx=407e78a3-8596-44bc-b5c5-22daaaddd534&idx=0,Hanukkah Lamp,,https://collections.mfa.org/objects/533025/hanukkah-lamp,German (Augsburg),about 1750,Silver gilt,Overall: 33 x 31.4 cm (13 x 12 3/8 in.),2009.5022,ON VIEW,"Museum purchase with funds donated by Lizbeth and George Krupp, Joyce and Edward Linde, Scott Nathan and Laura DeBonis, Barbara L. and Theodore B. Alfond, Cordover Family Foundation, Judith P. and S. Lawrence Schlager, Anonymous gift, Susan B. Kaplan, Clay Barr, and Irving W. Rabb, and by exchange from an Anonymous gift in memory of Charlotte Beebe Wilbour (1833-1914), William Francis Warden Fund, made possible by the generous assistance of John Axelrod, Bequest of Charles Cobb Walker, General Funds, The John Axelrod Collection, Bequest of Maxim Karolik, Gift of Mrs. Sidney T. Allen, Given in memory of Dr. William Hewson Baltzell by his wife, Alice Cheney Baltzell, John Gardner Coolidge Collection, Bequest of Frank Brewer Bemis, Gift of Mrs. Dows Dunham, Gift of Edward Jackson Holmes, Gift of Mrs. Forsyth Wickes, Gift of Mrs. George Linder, Juliana Cheney Edwards Collection, Gift of the Walpole Society, Gift of Mr. and Mrs. Stephen C. Greene, Gift of Mrs. Albert J. Beveridge, Bequest of Helen S. Coolidge, Gift of Mr. and Mrs. John Templeman Coolidge, Bequest of Charles Hitchcock Tyler, Gift of Miss M. H. Jewell, Gift of Mrs. Joseph Newhall Smith in memory of her husband, Gift of the Western Art Visiting Committee, Gift of the John Gardner Greene Trust, Otis Norcross Fund, Gift of Mrs. Francis B. Lothrop, Gift of the Trustees of the Reservation Estate of Mrs. John Gardner Coolidge, Gift of Dr. Henry J. Bigelow, Gift of Mrs. Albertine W. F. Valentine, residuary legatee under the will of Hervey E. Wetzel, Denman Waldo Ross Collection, Gift of Mrs. Henrietta Page, Gift of Frank Gair Macomber, The Elizabeth Day McCormick Collection, Gift of the Estate of Gertrude T. Taft, Susan Greene Dexter Fund, Bequest of Maxim Karolik, Bequest of Miss Amy M. Sacker, Gift of Mrs. Frances E. Perry, Gift of Mrs. Horatio Appleton Lamb in memory of Mrs. Winthrop Sargent, Gift of Mr. Edward Jackson Holmes, Beqeust of George Nixon Black, Gift of Mrs. Frederick T. Bradbury, Gift of Mr. and Mrs. William de Forest Thomson, Bequest of Susan Greene Dexter in memory of Charles and Martha Babcock Amory, Gift of Francis H. Bigelow, Gift of Bloomingdale's, John Wheelock Elliot and John Morse Elliot Fund, Bequest of Forsyth Wickes—The Forsyth Wickes Collection, Swan Collection—Gift of Miss Elizabeth Howard Bartol, Gift of Mrs. H. P. Sturgis, Gift of Mrs. Abbott Lawrence, Bequest of George Washington Wales, Alfred Greenough Collection, Gift of Mrs. Guy Lowell in memory of her husband, Guy Lowell, Gift of the Collection of Edward Jackson Holmes, Bequest of Gertrude T. Taft, Bequest of James W. Paige, Gift of Mrs. Henry Mason, Bequest of Mrs. John H. Thorndike, Gift of Richard Edwards, Gift of Miss Louise M. Nathurst, Jessie and Sigmund Katz Collection, The Phillip Leffingwell Spalding Collection—Given in his memory by Katharine Ames Spalding, Philip Spalding, Oakes Ames Spalding, and Hobart Ames Spalding, Gift of Roland Nickerson, Gift of George E. Cabot in memory of Eliza Hemenway Cabot, Bequest of Mrs. M. A. Elton, Turner Sargent Collection—Bequest of Mrs. Turner Sargent (Amelia J. Holmes), Gift of Dr. George L. Walton, Bequest of Emma M. Dimond, Gift of Mrs. Thomas P. Rich, Gift of Misses Catharine Langdon Rogers and Clara Bates Rogers, Bequest of Mrs. Edna H. Howe, and funds from Mary S. and Edward Jackson Holmes Fund and William Francis Warden Fund",Europe,Silver,"Hanukkah, the Jewish festival of lights, commemorates the rededication of the Temple in Jerusalem after the defeat of the Seleucid kingdom by the Maccabees in the second century BC. At the time, a small amount of consecrated olive oil burned miraculously for eight days, the period celebrated today by lighting one flame each night of the holiday. This splendid lamp is embellished with elaborate rococo ornament. Each of the reservoirs across the base held oil and a wick. The columns at the sides are meant to recall the Temple's architecture and support figures of Judith (holding the severed head of Holofernes) and David, two ancient Jewish heroes. The silver lion that holds the tablets of the Ten Commandments and the two figures at the top were probably added in the nineteenth century.","Selig Meier Goldschmidt (b. 1828 - d. 1896), Frankfurt, by descent to his son, Meier Selig Goldschmidt (b. 1865 - d. 1922), Frankfurt, by descent to his daughter, Alice Goldschmidt Eisemann (b. 1896 - d. 1965), Frankfurt and London [see note 1], by descent to her son, Meier Selig Eisemann, Minnesota and Israel, by descent to an anonymous family member, November 24, 2009, anonymous (""descendent of Selig Meier Goldschmidt"") sale, Sotheby's, New York, lot 86, to the MFA. (Accession Date: December 16, 2009);NOTES;[1] She took the lamp with her when she emigrated from Frankfurt to London in the late 1930s."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33449/head-of-a-female-saint?ctx=b81945c4-fb1d-4523-91c5-9117df173a22&idx=0,Head of a Female Saint,,https://collections.mfa.org/objects/33449/head-of-a-female-saint,,,Fresco transferred to panel,37.4 x 27 cm (14 3/4 x 10 5/8 in.),51.1620,NOT ON VIEW,M. Theresa B. Hopkins Fund,Europe,Paintings,,"12th-14th centuries, commissioned for the Church of Hagiou Staurou, Jerusalem;1910, frescoes cut from walls, and purchased by Johann Georg, Prince of Saxony (d. 1938);1938, by inheritance to the heirs of the Prince;1951, sold by the heirs to the MFA for $900. (Accession Date: September 13, 1951)"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33450/head-of-a-male-saint?ctx=c3143686-c56d-434c-97b2-782229ed7ed6&idx=0,Head of a Male Saint,,https://collections.mfa.org/objects/33450/head-of-a-male-saint,,,Fresco transferred to panel,34.6 x 22.5 cm (13 5/8 x 8 7/8 in.),51.1621,NOT ON VIEW,M. Theresa B. Hopkins Fund,Europe,Paintings,,"From the 12th-14th centuries until 1910, Church of Hagiou Staurou, Jerusalem (original commission);1910, frescoes cut from walls, and purchased by Johann Georg, Prince of Saxony (d. 1938);1938, by inheritance to the heirs of the Prince;1951, sold by the heirs to the MFA for $900. (Accession Date: September 13, 1951)"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33940/head-of-a-young-woman?ctx=b093a733-4a5e-4eb6-a148-c1680b4cfe14&idx=0,Head of a Young Woman,,https://collections.mfa.org/objects/33940/head-of-a-young-woman,,18th century,Oil on canvas,41.9 x 34.6 cm (16 1/2 x 13 5/8 in.),65.2651,NOT ON VIEW,Bequest of Forsyth Wickes—The Forsyth Wickes Collection,Europe,Paintings,,"Possibly Comte d'Armagnac, Paris [see note 1]. Private Collection, England [see note 2]. December 20, 1940, anonymous sale, Christie's, London, lot 178 [see note 3]. May 16, 1945, sold by Wildenstein & Co., New York to Forsyth Wickes (b.1876- d.1964), New York and Newport, RI, 1965, bequest of Forsyth Wickes to the MFA [see note 4]. (Accession Date: January 8, 1969);NOTES;[1] According to Wildenstein at the time of the sale to Forsyth Wickes. A painting by Pater, described as ""Tete de Femme,"" was included in the sale of The General d'Armagnac, February 19, 1857, Paris, lot 20, but whether this is identical to the present painting is unknown.;[2] According to Wildenstein at the time of the painting's sale.;[3] At the time of this sale the painting was attributed to Greuze with the description ""Head of a Lady, with white dress.;[4] At time of accessioning, the work was attributed to Jean-Baptiste Pater."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33928/head-of-a-young-woman-madame-de-pompadour?ctx=ce66ea19-af4e-4745-a45a-b203cd2452d9&idx=0,Head of a Young Woman (Madame de Pompadour),,https://collections.mfa.org/objects/33928/head-of-a-young-woman-madame-de-pompadour,,,Oil on panel,m (10 x 8 7/8 in.),65.2639,NOT ON VIEW,Bequest of Forsyth Wickes—The Forsyth Wickes Collection,Europe,Paintings,,"Miss St. Clair Campbell, ""The Globe,"" Penshurst, Kent [see note 1]. By 1945, Howard Back Works of Art, New York, March 15, 1945, sold by Howard Back to Forsyth Wickes (b.1876- d.1964), New York and Newport, RI, 1965, bequest of Forsyth Wickes to the MFA. (Accession Date: January 8, 1969);Notes;[1] According to a label on the reverse of the painting."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/32997/hillside-landscape-with-a-passing-army?ctx=fccf8192-28fa-4115-8bc9-26489bd211a3&idx=0,Hillside Landscape with a Passing Army,,https://collections.mfa.org/objects/32997/hillside-landscape-with-a-passing-army,,,Oil on canvas,74.3 x 60.7 cm (29 1/4 x 23 7/8 in.),47.117,NOT ON VIEW,Ernest Wadsworth Longfellow Fund,Europe,Paintings,,"1947, Morris Cohon (b. 1904 - d. 1971), New York;1947, sold by Cohon to the MFA for $750. (Accession Date: February 13, 1947)"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/32800/hongs-at-canton-china?ctx=7df70f37-914d-4cbb-a7fe-0f5ecf5a70f3&idx=0,"Hongs at Canton, China","Unidentified artist, Chinese School, 19th century",https://collections.mfa.org/objects/32800/hongs-at-canton-china,,,Oil on canvas,46.35 x 60.96 cm (18 1/4 x 24 in.),41.573,NOT ON VIEW,M. and M. Karolik Collection,Europe,Paintings,,"By 1941, M. and M. Karolik;1941, bequeathed by them to the MFA (Accession Date: September 11, 1941)"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33772/hunting-scene?ctx=aa5f793a-a978-4287-9bf9-a164d0407324&idx=0,Hunting Scene,"Unidentified artist, ""The Spanish Forger""",https://collections.mfa.org/objects/33772/hunting-scene,,,Oil on board,19.05 x 27.94 cm (7 1/2 x 11 in.),63.3052,NOT ON VIEW,Bequest of Dana Pond,Europe,Paintings,,"By 1963, Dana Pond;1963, bequeathed by Pond to the MFA. (Accession date: May 23, 1990)"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/34912/interior-of-a-church?ctx=b2a5f042-8822-4033-808a-8c073c599d68&idx=0,Interior of a Church,,https://collections.mfa.org/objects/34912/interior-of-a-church,,,Oil on panel,71.1 x 112.4 cm (28 x 44 1/4 in.),1988.208,NOT ON VIEW,Bequest of Rowland Burdon-Muller,Europe,Paintings,,"By 1950, Rowland Burdon-Muller (b. 1891 - d. 1980), Lausanne and Boston;1988, bequest of Rowland Burdon-Muller to the MFA. (Accession Date: March 23, 1988)"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/32909/judgement-of-paris?ctx=2e9e1fcc-ce3f-4ce9-9f0f-33f4b7f1f73f&idx=0,Judgement of Paris,,https://collections.mfa.org/objects/32909/judgement-of-paris,,,Tempera and oil on panel,106.0 x 185.3 cm (41 3/4 x 72 15/16 in.),44.659,NOT ON VIEW,"Gift of the William Harrison Woodward Estate, made possible through the Herbert James Pratt Fund",Europe,Paintings,,"By 1922, Frank T. Sabin, London, 1925, sold by Sabin to William Harrison Woodward (b. 1856 - d. 1941), London [see note 1], 1941, passed to his estate, represented by his son, Arthur M. Woodward, London, 1944, gift of the estate of W. H. Woodward to the MFA. (Accession Date: June 8, 1944);NOTES;[1] This painting was first lent by Mr. Woodward to the MFA in 1939, along with other Italian paintings from his collection. It was donated in 1944 in lieu of payment to the MFA for conservation work the museum conducted on the painting collection. At the time, it was attributed to Michele da Verona. It had also been attributed by Bernard Berenson (Italian Pictures of the Renaissance [Oxford: Clarendon, 1932]) to Giovanni Battista Utili da Faenza."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33760/martyrdom-of-saint-hippolytus?ctx=bb121211-ab7d-40de-9106-3b27b5084ab5&idx=0,Martyrdom of Saint Hippolytus,,https://collections.mfa.org/objects/33760/martyrdom-of-saint-hippolytus,,about 1490-1500,Tempera and oil on panel,"Overall (Center Panel, unframed): 87.6 x 133.7 cm (34 1/2 x 52 5/8 in.)",63.660,ON VIEW,Walter M. Cabot Fund,Europe,Paintings,"Hippolytus, a Roman soldier, converted to Christianity upon witnessing the martyrdom of Saint Laurence. After Hippolytus refused to renounce his new faith, the Romans drew and quartered him. Triptychs, three-paneled altarpieces, were the norm throughout northern Europe, but artists most frequently presented a separate scene on each of the three parts. Here, by spreading the scene of torture across all three panels, the artist heightened the drama, emotional fervor, and horror of Hippolytus's stretched and tortured body.","About 1490, Hippolyte de Berthoz (d. 1503) (original commission) [see note 1]. 1888, Émile Gavet (b. 1830 - d. 1904), Paris, December 1888, sold from the Émile Gavet collection to Lucien Félix Claude-Lafontaine (b. 1840 -d. 1909), Paris [see note 2], by inheritance to his daughter, Mme. Jean Emmanuel Marie Bès de Berc (d. 1961), Paris, April 11, 1962, posthumous Bès de Berc sale, Palais Galliera, Paris, lot 14, to Rosenberg and Stiebel, New York, 1963, sold by Rosenberg and Stiebel to the MFA. (Accession Date: May 16, 1963);NOTES;[1] Hippolyte de Berthoz was financial advisor at the court of Burgundy, serving under Charles the Bold, Margaret of York, and Philip the Fair. He commemorated himself and his wife, Elisabeth Hugheins, with their joint coats-of-arms on each of the outer wings of this triptych and with the presence of their patron saints, Hippolytus and Elizabeth of Hungary, on the outer right wing. The triptych may have been commissioned for the church of Saint-Hippolyte, Poligny, the patron's home town. For more information on this work as well as the triptych that served as its model (Bruges, Saint-Sauveur), see Christiane Van den Bergen-Pantens, ""Etude et datation du Triptyque de Saint Hippolyte (Cathédrale Saint-Sauveur à Bruges),"" in Bouts Studies, Proceedings of the International Colloquium (Leuven, 26-28 November 1998), ed. Bert Cardon et al. (Leuven, 2001), 11-18 and Didier Martens, ""Un témoin méconnu de la peinture Bruxelloise de la fin du Moyen Age: le triptyque de Saint Hippolyte au Musée des Beaux-Arts de Boston,"" Revue Belge d'Archéologie et d'Histoire de l'art 69 (2000): 59-112.;[2] The provenance of the painting from 1888 to 1962 is provided in a letter from Olivier Bès de Berc to Perry T. Rathbone of the MFA (September 21, 1963)."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/32905/monkey-with-fruit?ctx=06b9a6a4-c1b2-48ea-b091-38091c56d0db&idx=0,Monkey with Fruit,,https://collections.mfa.org/objects/32905/monkey-with-fruit,,,Oil on canvas,45.4 x 34.9 cm (17 7/8 x 13 3/4 in.),44.585,NOT ON VIEW,Gift of the firm of Jacob Heimann,Europe,Paintings,,"1944, with Jacob M. Heimann, New York, 1944, gift of Jacob M. Heimann to the MFA [see note 1]. (Accession Date: May 11, 1944);NOTES;[1] Accessioned as a work by Paulo Antonio Barbieri. Given by Heimann and his nephew, L. O. Kipnis."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33921/nobleman-with-two-children-in-a-landscape?ctx=fecf21de-d310-4c3d-97f5-da505185f0f7&idx=0,Nobleman with Two Children in a Landscape,,https://collections.mfa.org/objects/33921/nobleman-with-two-children-in-a-landscape,,,Oil on canvas,93.4 x 84.5 cm (36 3/4 x 33 1/4 in.),65.1320,NOT ON VIEW,M. Theresa B. Hopkins Fund,Europe,Paintings,,"Private collection, Bavaria [see note 1], sold from the private collection to an unidentified dealer, Munich, sold by the dealer to Kurt Rossacher (b. 1918 - d. 1988), Salzburg, 1965, sold by Rossacher to the MFA. (Accession Date: November 10, 1965);NOTES;[1] In a letter to the MFA (March 23, 1966) Dr. Rossacher wrote of the painting, ""I have bought it from a dealer in Munich, who had it -- as he says -- from the private collection of a Bavarian noble family. But he does not say the name of the collection...."" At the time of its acquisition, the painting was attributed to Justus Sustermans."
